0,1,95104.59375
5,1,95104.59375
10,1,95104.59375
15,1,95104.59375
20,1,95107.2578125
25,1,95099.2578125
30,1,95104.59375
35,1,95101.9296875
40,1,95101.9296875
45,1,95101.9296875
50,1,95104.59375
55,1,95099.2578125
60,1,95101.9296875
65,1,95101.9296875
70,1,95101.9296875
75,1,95104.59375
80,1,95104.59375
84,1,95093.9296875
89,1,95093.9296875
94,1,95101.9296875
99,1,95101.9296875
104,1,95104.59375
109,1,95099.2578125
114,1,95096.5859375
119,1,95096.5859375
124,1,95104.59375
128,1,95101.9296875
133,1,95101.9296875
138,1,95104.59375
143,1,95104.59375
148,1,95101.9296875
153,1,95101.9296875
158,1,95101.9296875
163,1,95101.9296875
168,1,95101.9296875
173,1,95104.59375
178,1,95099.2578125
182,1,95101.9296875
186,1,95101.9296875
191,1,95107.2578125
198,1,95104.59375
203,1,95104.59375
208,1,95104.59375
213,1,95101.9296875
218,1,95091.2578125
223,1,95104.59375
228,1,95104.59375
233,1,95099.2578125
238,1,95099.2578125
243,1,95099.2578125
248,1,95099.2578125
253,1,95099.2578125
258,1,95099.2578125
263,1,95104.59375
268,1,95099.2578125
273,1,95101.9296875
278,1,95099.2578125
283,1,95104.59375
288,1,95104.59375
294,1,95104.59375
299,1,95107.2578125
304,1,95101.9296875
309,1,95101.9296875
314,1,95104.59375
319,1,95104.59375
324,1,95099.2578125
329,1,95101.9296875
334,1,95101.9296875
339,1,95107.2578125
344,1,95107.2578125
349,1,95099.2578125
354,1,95107.2578125
359,1,95099.2578125
364,1,95099.2578125
369,1,95099.2578125
374,1,95099.2578125
379,1,95099.2578125
384,1,95104.59375
389,1,95099.2578125
394,1,95104.59375
399,1,95099.2578125
404,1,95099.2578125
409,1,95099.2578125
414,1,95101.9296875
419,1,95101.9296875
423,1,95104.59375
428,1,95104.59375
433,1,95107.2578125
438,1,95101.9296875
443,1,95099.2578125
448,1,95107.2578125
453,1,95101.9296875
458,1,95101.9296875
463,1,95101.9296875
468,1,95099.2578125
473,1,95104.59375
478,1,95107.2578125
483,1,95107.2578125
487,1,95107.2578125
495,1,95099.2578125
500,1,95099.2578125
505,1,95104.59375
510,1,95099.2578125
515,1,95104.59375
520,1,95099.2578125
525,1,95099.2578125
530,1,95101.9296875
535,1,95101.9296875
540,1,95101.9296875
545,1,95104.59375
550,1,95101.9296875
555,1,95101.9296875
560,1,95099.2578125
565,1,95101.9296875
570,1,95101.9296875
575,1,95104.59375
580,1,95093.9296875
585,1,95093.9296875
590,1,95099.2578125
595,1,95099.2578125
600,1,95101.9296875
605,1,95099.2578125
609,1,95099.2578125
614,1,95104.59375
619,1,95101.9296875
624,1,95099.2578125
629,1,95104.59375
634,1,95104.59375
639,1,95099.2578125
645,1,95101.9296875
650,1,95101.9296875
654,1,95104.59375
658,1,95104.59375
663,1,95099.2578125
668,1,95107.2578125
673,1,95104.59375
678,1,95099.2578125
683,1,95099.2578125
688,1,95107.2578125
692,1,95104.59375
697,1,95101.9296875
702,1,95107.2578125
707,1,95107.2578125
711,1,95101.9296875
716,1,95107.2578125
721,1,95104.59375
726,1,95107.2578125
731,1,95107.2578125
736,1,95101.9296875
741,1,95101.9296875
746,1,95101.9296875
751,1,95101.9296875
756,1,95101.9296875
761,1,95107.2578125
766,1,95096.5859375
771,1,95101.9296875
776,1,95099.2578125
781,1,95104.59375
786,1,95104.59375
791,1,95096.5859375
795,1,95096.5859375
800,1,95099.2578125
805,1,95101.9296875
810,1,95101.9296875
815,1,95099.2578125
820,1,95099.2578125
824,1,95101.9296875
829,1,95104.59375
834,1,95104.59375
839,1,95107.2578125
844,1,95099.2578125
849,1,95093.9296875
853,1,95096.5859375
858,1,95096.5859375
863,1,95101.9296875
868,1,95099.2578125
873,1,95101.9296875
878,1,95101.9296875
883,1,95101.9296875
887,1,95104.59375
892,1,95101.9296875
897,1,95107.2578125
901,1,95104.59375
906,1,95104.59375
911,1,95104.59375
916,1,95099.2578125
921,1,95101.9296875
926,1,95107.2578125
931,1,95107.2578125
936,1,95104.59375
941,1,95101.9296875
946,1,95101.9296875
950,1,95101.9296875
955,1,95101.9296875
960,1,95107.2578125
965,1,95099.2578125
970,1,95104.59375
975,1,95104.59375
980,1,95104.59375
985,1,95104.59375
990,1,95101.9296875
995,1,95107.2578125
1095,1,95109.921875
1116,1,95104.59375
1146,1,95107.2578125
1171,1,95104.59375
1205,1,95101.9296875
1241,1,95107.2578125
1279,1,95104.59375
1319,1,95099.2578125
1371,1,95101.9296875
1412,1,95104.59375
1444,1,95099.2578125
1449,1,95104.59375
1457,1,95104.59375
1462,1,95101.9296875
1467,1,95104.59375
1472,1,95104.59375
1477,1,95107.2578125
1482,1,95104.59375
1492,1,95101.9296875
1497,1,95101.9296875
1502,1,95107.2578125
1507,1,95099.2578125
1517,1,95104.59375
1522,1,95099.2578125
1527,1,95107.2578125
1532,1,95109.921875
1537,1,95104.59375
1542,1,95099.2578125
1547,1,95099.2578125
1552,1,95104.59375
1557,1,95099.2578125
1562,1,95099.2578125
1567,1,95096.5859375
1572,1,95104.59375
1583,1,95088.5859375
1588,1,95104.59375
1593,1,95101.9296875
1598,1,95099.2578125
1603,1,95099.2578125
1608,1,95107.2578125
1613,1,95101.9296875
1618,1,95101.9296875
1623,1,95104.59375
1628,1,95104.59375
1633,1,95104.59375
1638,1,95101.9296875
1643,1,95104.59375
1648,1,95101.9296875
1653,1,95099.2578125
1658,1,95104.59375
1663,1,95104.59375
1668,1,95099.2578125
1673,1,95099.2578125
1678,1,95107.2578125
1683,1,95109.921875
1688,1,95104.59375
1693,1,95104.59375
1698,1,95104.59375
1703,1,95104.59375
1708,1,95099.2578125
1713,1,95107.2578125
1718,1,95109.921875
1723,1,95109.921875
1728,1,95104.59375
1733,1,95107.2578125
1738,1,95104.59375
1743,1,95101.9296875
1748,1,95099.2578125
1753,1,95099.2578125
1758,1,95104.59375
1763,1,95104.59375
1768,1,95104.59375
1773,1,95104.59375
1778,1,95104.59375
1783,1,95099.2578125
1788,1,95099.2578125
1793,1,95107.2578125
1798,1,95107.2578125
1803,1,95099.2578125
1808,1,95099.2578125
1813,1,95101.9296875
1818,1,95101.9296875
1823,1,95099.2578125
1828,1,95101.9296875
1834,1,95101.9296875
1839,1,95101.9296875
1844,1,95104.59375
1849,1,95104.59375
1854,1,95101.9296875
1859,1,95104.59375
1864,1,95104.59375
1869,1,99717.28125
1874,1,99708.8984375
1879,1,99717.28125
1884,1,99717.28125
1889,1,99717.28125
1894,1,99717.28125
1899,1,99711.703125
1904,1,99711.703125
1909,1,99717.28125
1914,1,99711.703125
1919,1,99711.703125
1924,1,99711.703125
1929,1,99714.4921875
1934,1,99717.28125
1939,1,99714.4921875
1944,1,99714.4921875
1965,1,99714.4921875
1970,1,99711.703125
1979,1,99717.28125
1983,1,99717.28125
1987,1,99717.28125
1992,1,99717.28125
1997,1,99717.28125
2002,1,99717.28125
2007,1,99717.28125
2012,1,99722.875
2017,1,99711.703125
2022,1,99711.703125
2027,1,99711.703125
2032,1,99720.078125
2036,1,99711.703125
2041,1,99717.28125
2046,1,99720.078125
2051,1,99717.28125
2151,1,99717.28125
2181,1,99720.078125
2224,1,99720.078125
2268,1,99717.28125
2327,1,99711.703125
2387,1,99708.8984375
2405,1,99708.8984375
2414,1,99711.703125
2423,1,99717.28125
2428,1,99717.28125
2433,1,99722.875
2438,1,99717.28125
2443,1,99717.28125
2448,1,99717.28125
2453,1,99720.078125
2457,1,99717.28125
2462,1,99706.1171875
2469,1,99720.078125
2474,1,99717.28125
2479,1,99714.4921875
2489,1,99720.078125
2494,1,99711.703125
2504,1,99717.28125
2509,1,99711.703125
2514,1,99711.703125
2518,1,99717.28125
2523,1,99717.28125
2528,1,99717.28125
2533,1,99717.28125
