timestamp,sensor_id,pressure
1656009.0,1,99623.1015625
1656063.0,1,99628.75
1656147.0,1,99634.3984375
1656177.0,1,99634.3984375
1656216.0,1,99628.75
1656258.0,1,99628.75
1656262.0,1,99631.578125
1656267.0,1,99631.578125
1656271.0,1,99631.578125
1656276.0,1,99628.75
1656281.0,1,99625.921875
1656286.0,1,99625.921875
1656291.0,1,99628.75
1656296.0,1,99628.75
1656301.0,1,99631.578125
1656306.0,1,99631.578125
1656311.0,1,99628.75
1656316.0,1,99628.75
1656321.0,1,99631.578125
1656326.0,1,99628.75
1656331.0,1,99628.75
1656336.0,1,99629.96875
1656341.0,1,99627.1328125
1656346.0,1,99627.1328125
1656351.0,1,99624.3046875
1656355.0,1,99629.96875
1656360.0,1,99627.1328125
1656365.0,1,99627.1328125
1656370.0,1,99627.1328125
1656375.0,1,99624.3046875
1656380.0,1,99621.484375
1656385.0,1,99629.96875
1656390.0,1,99624.3046875
1656395.0,1,99624.3046875
1656400.0,1,99624.3046875
1656406.0,1,99627.1328125
1656411.0,1,99629.96875
1656416.0,1,99627.1328125
1656420.0,1,99635.609375
1656427.0,1,99629.96875
1656432.0,1,99632.78125
1656436.0,1,99632.78125
1656441.0,1,99632.78125
1656446.0,1,99621.484375
1656450.0,1,99627.1328125
1656455.0,1,99627.1328125
1656460.0,1,99627.1328125
1656465.0,1,99632.78125
1656470.0,1,99627.1328125
1656475.0,1,99632.78125
1656480.0,1,99632.78125
1656485.0,1,99632.78125
1656490.0,1,99627.1328125
1656495.0,1,99632.78125
1656499.0,1,99627.1328125
1656503.0,1,99627.1328125
1656508.0,1,99629.96875
1656513.0,1,99627.1328125
1656518.0,1,99629.96875
1656523.0,1,99629.96875
1656528.0,1,99635.609375
1656533.0,1,99627.1328125
1656538.0,1,99672.3671875
1656543.0,1,99689.3359375
1656548.0,1,99638.4375
1656553.0,1,99638.4375
1656558.0,1,99629.96875
1656563.0,1,99638.4375
1656568.0,1,99644.09375
1656573.0,1,99635.609375
1656578.0,1,99629.96875
1656583.0,1,99629.96875
1656588.0,1,99627.1328125
1656593.0,1,99615.8203125
1656598.0,1,99627.1328125
1656603.0,1,99615.8203125
1656608.0,1,99615.8203125
1656613.0,1,99615.8203125
1656618.0,1,99627.1328125
1656623.0,1,99615.8203125
1656628.0,1,99613.0
1656633.0,1,99629.96875
1656638.0,1,99629.96875
1656643.0,1,99632.78125
1656647.0,1,99629.96875
1656652.0,1,99604.515625
1656656.0,1,99604.515625
1656661.0,1,99621.484375
1656665.0,1,99615.8203125
1656670.0,1,99632.78125
1656675.0,1,99632.78125
1656680.0,1,99638.4375
1656685.0,1,99624.3046875
1656690.0,1,99604.515625
1656695.0,1,99598.859375
1656700.0,1,99610.1640625
1656705.0,1,99610.1640625
1656710.0,1,99627.1328125
1656715.0,1,99629.96875
1656720.0,1,99629.96875
1656725.0,1,99615.8203125
1656730.0,1,99615.8203125
1656735.0,1,99610.1640625
1656739.0,1,99618.6484375
1656744.0,1,99632.78125
1656749.0,1,99632.78125
1656754.0,1,99632.78125
1656758.0,1,99632.78125
1656763.0,1,99618.6484375
1656768.0,1,99598.859375
1656773.0,1,99598.859375
1656778.0,1,99590.3828125
1656783.0,1,99615.8203125
1656788.0,1,99638.4375
1656792.0,1,99632.78125
1656797.0,1,99621.484375
1656802.0,1,99621.484375
1656807.0,1,99618.6484375
1656812.0,1,99598.859375
1656817.0,1,99610.1640625
1656822.0,1,99627.1328125
1656827.0,1,99627.1328125
1656832.0,1,99624.3046875
1656837.0,1,99615.8203125
1656842.0,1,99621.484375
1656847.0,1,99641.265625
1656851.0,1,99641.265625
1656856.0,1,99627.1328125
1656860.0,1,99627.1328125
1656864.0,1,99621.484375
1656869.0,1,99621.484375
1656874.0,1,99613.0
1656879.0,1,99610.1640625
1656884.0,1,99621.484375
1656889.0,1,99632.78125
1656894.0,1,99632.78125
1656899.0,1,99638.4375
1656904.0,1,99621.484375
1656909.0,1,99607.34375
1656914.0,1,99627.1328125
1656919.0,1,99621.484375
1656924.0,1,99621.484375
1656929.0,1,99621.484375
1656934.0,1,99632.78125
1656939.0,1,99621.484375
1656944.0,1,99615.8203125
1656949.0,1,99621.484375
1656954.0,1,99621.484375
1656009.0,2,99675.125
1656063.0,2,99680.6875
1656147.0,2,99675.125
1656177.0,2,99672.3515625
1656216.0,2,99677.8984375
1656258.0,2,99675.125
1656262.0,2,99719.5546875
1656267.0,2,99719.5546875
1656271.0,2,99758.4296875
1656276.0,2,99675.125
1656281.0,2,99675.125
1656286.0,2,99677.8984375
1656291.0,2,99677.8984375
1656296.0,2,99680.6875
1656301.0,2,99680.6875
1656306.0,2,99669.578125
1656311.0,2,99669.578125
1656316.0,2,99680.6875
1656321.0,2,99680.6875
1656326.0,2,99686.234375
1656331.0,2,99677.8984375
1656336.0,2,99679.0234375
1656341.0,2,99667.9140625
1656346.0,2,99667.9140625
1656351.0,2,99690.1328125
1656355.0,2,99676.2421875
1656360.0,2,99676.2421875
1656365.0,2,99676.2421875
1656370.0,2,99676.2421875
1656375.0,2,99679.0234375
1656380.0,2,99673.4765625
1656385.0,2,99676.2421875
1656390.0,2,99673.4765625
1656395.0,2,99673.4765625
1656400.0,2,99673.4765625
1656406.0,2,99673.4765625
1656411.0,2,99756.7734375
1656416.0,2,99754.0078125
1656420.0,2,99751.21875
1656427.0,2,99754.0078125
1656432.0,2,99712.34375
1656436.0,2,99712.34375
1656441.0,2,99679.0234375
1656446.0,2,99679.0234375
1656450.0,2,99679.0234375
1656455.0,2,99679.0234375
1656460.0,2,99676.2421875
1656465.0,2,99679.0234375
1656470.0,2,99673.4765625
1656475.0,2,99679.0234375
1656480.0,2,99679.0234375
1656485.0,2,99679.0234375
1656490.0,2,99673.4765625
1656495.0,2,99679.0234375
1656499.0,2,99679.0234375
1656503.0,2,99679.0234375
1656508.0,2,99673.4765625
1656513.0,2,99679.0234375
1656518.0,2,99673.4765625
1656523.0,2,99676.2421875
1656528.0,2,99679.0234375
1656533.0,2,99679.0234375
1656538.0,2,99745.671875
1656543.0,2,99762.3359375
1656548.0,2,99717.90625
1656553.0,2,99690.1328125
1656558.0,2,99701.2421875
1656563.0,2,99701.2421875
1656568.0,2,99690.1328125
1656573.0,2,99709.5703125
1656578.0,2,99704.015625
1656583.0,2,99676.2421875
1656588.0,2,99667.9140625
1656593.0,2,99667.9140625
1656598.0,2,99670.6875
1656603.0,2,99667.9140625
1656608.0,2,99662.3671875
1656613.0,2,99656.8125
1656618.0,2,99665.140625
1656623.0,2,99665.140625
1656628.0,2,99662.3671875
1656633.0,2,99679.0234375
1656638.0,2,99695.6875
1656643.0,2,99676.2421875
1656647.0,2,99676.2421875
1656652.0,2,99665.140625
1656656.0,2,99665.140625
1656661.0,2,99662.3671875
1656665.0,2,99662.3671875
1656670.0,2,99673.4765625
1656675.0,2,99681.8046875
1656680.0,2,99692.90625
1656685.0,2,99656.8125
1656690.0,2,99651.2578125
1656695.0,2,99651.2578125
1656700.0,2,99654.03125
1656705.0,2,99673.4765625
1656710.0,2,99679.0234375
1656715.0,2,99690.1328125
1656720.0,2,99690.1328125
1656725.0,2,99679.0234375
1656730.0,2,99651.2578125
1656735.0,2,99654.03125
1656739.0,2,99676.2421875
1656744.0,2,99695.6875
1656749.0,2,99695.6875
1656754.0,2,99690.1328125
1656758.0,2,99679.0234375
1656763.0,2,99656.8125
1656768.0,2,99656.8125
1656773.0,2,99629.0390625
1656778.0,2,99645.703125
1656783.0,2,99667.9140625
1656788.0,2,99690.1328125
1656792.0,2,99679.0234375
1656797.0,2,99679.0234375
1656802.0,2,99673.4765625
1656807.0,2,99651.2578125
1656812.0,2,99648.4765625
1656817.0,2,99659.5859375
1656822.0,2,99659.5859375
1656827.0,2,99679.0234375
1656832.0,2,99670.6875
1656837.0,2,99670.6875
1656842.0,2,99673.4765625
1656847.0,2,99676.2421875
1656851.0,2,99676.2421875
1656856.0,2,99676.2421875
1656860.0,2,99673.4765625
1656864.0,2,99667.9140625
1656869.0,2,99667.9140625
1656874.0,2,99662.3671875
1656879.0,2,99656.8125
1656884.0,2,99679.0234375
1656889.0,2,99679.0234375
1656894.0,2,99679.0234375
1656899.0,2,99676.2421875
1656904.0,2,99654.03125
1656909.0,2,99670.6875
1656914.0,2,99656.8125
1656919.0,2,99673.4765625
1656924.0,2,99673.4765625
1656929.0,2,99679.0234375
1656934.0,2,99673.4765625
1656939.0,2,99676.2421875
1656944.0,2,99667.9140625
1656949.0,2,99673.4765625
1656954.0,2,99673.4765625
